Row ID,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
235,1,62,84.4,88.59,1,99,12.4,38.71,62.9,41.94,33.87,4.84,4.84,0,3.23,0,1.61,0,0,4.84,3.23,3.23,12.9,6.45,0,8.06,0,8.06,6.45,0,14.52,4.84,6.45,4.84,9.68,0,0,0,0,0,0,0,0,0,8.06,8.06,0,1.61,1.61,0,0,0,0,0,8.06,1.61,1.61,0,0,0,0,6.45,0,0,0,1.61,4.84,1.61,0,3.23,9.68,0,0,6.45,4.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61,0,0,1.61,0,0,0,0,0,0,0,4.84,1.61,3.23,1.61,0,0,0,0,0,17.74,3.23,4.84,0,3.23,1.61,4.84,0
236,1,70,98.65,72.87,33.12,84.26,17.5,38.57,80,50,38.57,2.86,0,0,0,0,0,0,2.86,11.43,5.71,2.86,20,1.43,2.86,5.71,0,4.29,8.57,2.86,7.14,2.86,4.29,0,2.86,0,0,0,0,0,0,0,0,0,4.29,4.29,0,0,0,0,0,0,0,0,10,2.86,2.86,0,0,0,0,5.71,0,0,0,0,1.43,0,0,1.43,14.29,0,0,14.29,2.86,0,2.86,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86,1.43,0,4.29,17.14,0,2.86,11.43,2.86,0,0,1.43,0,1.43,0,0,0,0,0,0,20,4.29,5.71,0,0,0,10,0
237,1,59,96.14,89.96,84.57,45.75,19.67,37.29,83.05,57.63,42.37,6.78,5.08,0,5.08,0,0,0,1.69,15.25,6.78,1.69,16.95,3.39,3.39,3.39,0,8.47,11.86,3.39,13.56,5.08,6.78,5.08,8.47,0,1.69,0,1.69,0,0,0,0,0,1.69,1.69,0,0,0,0,0,0,0,0,8.47,3.39,0,0,0,0,0,5.08,0,0,0,0,1.69,0,0,1.69,8.47,0,0,3.39,5.08,0,0,0,0,0,0,0,0,0,0,0,0,1.69,0,0,0,0,0,0,1.69,20.34,0,1.69,16.95,1.69,0,0,5.08,0,3.39,1.69,0,0,0,0,0,18.64,1.69,3.39,0,1.69,0,11.86,0
238,1,246,76.77,99,12.53,99,15.38,35.37,86.18,61.79,48.37,13.01,10.98,0.41,4.07,4.07,1.63,0.81,2.03,19.51,7.72,0.81,13.41,6.91,3.25,3.66,1.22,12.6,7.72,2.44,18.7,11.79,6.91,1.63,19.11,0.41,7.72,0.81,1.63,0,0,1.63,2.44,0.41,9.76,9.35,0,3.66,3.25,0,0,0,0,0,23.17,9.76,6.5,0.41,0,0.41,0.41,16.26,0,0,0,2.03,0,0,0,0,5.28,0.41,0,4.07,1.22,0,0.81,0.41,0,0,0,0,0,0,0,0.41,0.41,0.81,0.41,0,0,1.22,0,2.03,3.66,6.5,0.41,1.22,4.07,1.22,0,0,4.47,2.03,4.88,0.41,0,0,0,0,0,12.6,5.28,2.03,0,1.22,2.03,2.03,3.66
239,1,246,76.77,99,12.53,99,15.38,35.37,86.18,61.79,48.37,13.01,10.98,0.41,4.07,4.07,1.63,0.81,2.03,19.51,7.72,0.81,13.41,6.91,3.25,3.66,1.22,12.6,7.72,2.44,18.7,11.79,6.91,1.63,19.11,0.41,7.72,0.81,1.63,0,0,1.63,2.44,0.41,9.76,9.35,0,3.66,3.25,0,0,0,0,0,23.17,9.76,6.5,0.41,0,0.41,0.41,16.26,0,0,0,2.03,0,0,0,0,5.28,0.41,0,4.07,1.22,0,0.81,0.41,0,0,0,0,0,0,0,0.41,0.41,0.81,0.41,0,0,1.22,0,2.03,3.66,6.5,0.41,1.22,4.07,1.22,0,0,4.47,2.03,4.88,0.41,0,0,0,0,0,12.6,5.28,2.03,0,1.22,2.03,2.03,3.66
240,1,246,76.77,99,12.53,99,15.38,35.37,86.18,61.79,48.37,13.01,10.98,0.41,4.07,4.07,1.63,0.81,2.03,19.51,7.72,0.81,13.41,6.91,3.25,3.66,1.22,12.6,7.72,2.44,18.7,11.79,6.91,1.63,19.11,0.41,7.72,0.81,1.63,0,0,1.63,2.44,0.41,9.76,9.35,0,3.66,3.25,0,0,0,0,0,23.17,9.76,6.5,0.41,0,0.41,0.41,16.26,0,0,0,2.03,0,0,0,0,5.28,0.41,0,4.07,1.22,0,0.81,0.41,0,0,0,0,0,0,0,0.41,0.41,0.81,0.41,0,0,1.22,0,2.03,3.66,6.5,0.41,1.22,4.07,1.22,0,0,4.47,2.03,4.88,0.41,0,0,0,0,0,12.6,5.28,2.03,0,1.22,2.03,2.03,3.66
241,1,36,89.52,84.23,89.39,20.23,18,22.22,77.78,55.56,41.67,8.33,5.56,0,2.78,0,0,2.78,2.78,8.33,5.56,11.11,16.67,5.56,5.56,2.78,0,11.11,5.56,5.56,2.78,2.78,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,0,0,5.56,0,0,0,0,2.78,0,0,2.78,13.89,0,0,11.11,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78,22.22,0,5.56,16.67,2.78,0,0,2.78,0,2.78,2.78,0,0,0,0,0,33.33,2.78,2.78,0,0,5.56,22.22,0
242,1,20,99,40.06,63.35,90.5,6.67,10,85,70,40,0,0,0,0,0,0,0,0,20,15,5,20,0,0,0,0,15,15,10,0,0,0,0,5,0,5,5,0,0,0,0,0,0,15,10,5,10,5,5,0,0,0,0,10,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,20,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,30,15,0,0,0,0,15,0
243,1,20,99,40.06,63.35,90.5,6.67,10,85,70,40,0,0,0,0,0,0,0,0,20,15,5,20,0,0,0,0,15,15,10,0,0,0,0,5,0,5,5,0,0,0,0,0,0,15,10,5,10,5,5,0,0,0,0,10,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,20,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,30,15,0,0,0,0,15,0
244,1,20,99,40.06,63.35,90.5,6.67,10,85,70,40,0,0,0,0,0,0,0,0,20,15,5,20,0,0,0,0,15,15,10,0,0,0,0,5,0,5,5,0,0,0,0,0,0,15,10,5,10,5,5,0,0,0,0,10,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,20,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,30,15,0,0,0,0,15,0
245,1,11,1.5,99,5.07,20.23,5.5,45.45,45.45,45.45,45.45,36.36,36.36,0,27.27,0,0,9.09,0,9.09,0,0,0,0,9.09,0,0,0,0,0,27.27,27.27,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.36,0,0,0,0,0,0,36.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0,0,54.55,9.09,0,0,0,0,45.45,0
246,1,70,76.24,89.5,4.17,94.7,14,44.29,78.57,42.86,30,2.86,2.86,0,1.43,0,1.43,0,0,7.14,1.43,7.14,8.57,5.71,1.43,7.14,0,5.71,12.86,5.71,18.57,2.86,4.29,12.86,14.29,0,1.43,0,1.43,0,0,0,0,0,5.71,5.71,0,0,0,0,0,0,0,0,10,1.43,0,1.43,0,0,0,8.57,0,0,0,1.43,11.43,0,0,11.43,11.43,0,0,8.57,2.86,0,1.43,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86,0,1.43,2.86,4.29,0,1.43,2.86,0,0,0,5.71,2.86,2.86,1.43,0,0,0,0,0,20,4.29,7.14,0,1.43,1.43,5.71,0
247,1,14,35.59,97.11,24.32,20.23,4.67,28.57,71.43,64.29,35.71,21.43,7.14,0,0,7.14,0,0,14.29,7.14,0,7.14,7.14,7.14,0,0,0,28.57,7.14,14.29,0,0,0,0,28.57,0,21.43,14.29,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,7.14,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,7.14,0,0,0,0,0,7.14,0,0,21.43,0,0,0,0,0,0,57.14,14.29,7.14,7.14,0,7.14,21.43,0
248,1,14,35.59,97.11,24.32,20.23,4.67,28.57,71.43,64.29,35.71,21.43,7.14,0,0,7.14,0,0,14.29,7.14,0,7.14,7.14,7.14,0,0,0,28.57,7.14,14.29,0,0,0,0,28.57,0,21.43,14.29,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,7.14,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,7.14,0,0,0,0,0,7.14,0,0,21.43,0,0,0,0,0,0,57.14,14.29,7.14,7.14,0,7.14,21.43,0
249,1,14,35.59,97.11,24.32,20.23,4.67,28.57,71.43,64.29,35.71,21.43,7.14,0,0,7.14,0,0,14.29,7.14,0,7.14,7.14,7.14,0,0,0,28.57,7.14,14.29,0,0,0,0,28.57,0,21.43,14.29,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,7.14,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,7.14,0,0,0,0,0,7.14,0,0,21.43,0,0,0,0,0,0,57.14,14.29,7.14,7.14,0,7.14,21.43,0
250,1,55,93.7,50.89,37.49,93.39,13.75,25.45,69.09,43.64,30.91,3.64,0,0,0,0,0,0,3.64,10.91,7.27,5.45,9.09,3.64,3.64,1.82,0,9.09,5.45,7.27,5.45,1.82,0,3.64,16.36,0,7.27,1.82,5.45,1.82,0,0,0,0,5.45,5.45,0,0,0,0,0,0,0,0,12.73,5.45,0,3.64,0,0,1.82,1.82,0,0,0,0,3.64,0,1.82,1.82,0,0,0,0,0,0,5.45,5.45,0,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.64,7.27,0,0,7.27,0,0,0,9.09,3.64,3.64,0,0,0,0,0,0,27.27,3.64,7.27,1.82,1.82,7.27,5.45,0
251,1,57,91.74,99,33.61,74.93,14.25,33.33,84.21,43.86,36.84,10.53,7.02,0,3.51,1.75,0,1.75,3.51,10.53,3.51,1.75,15.79,5.26,1.75,0,0,10.53,1.75,3.51,10.53,8.77,0,3.51,19.3,0,8.77,3.51,3.51,0,0,0,0,0,3.51,3.51,0,1.75,1.75,0,0,0,0,0,26.32,8.77,1.75,3.51,0,0,3.51,19.3,0,0,3.51,1.75,1.75,0,0,1.75,15.79,0,0,15.79,1.75,0,1.75,0,0,0,0,0,0,1.75,0,0,0,0,0,0,0,0,0,1.75,1.75,7.02,0,1.75,5.26,0,0,0,5.26,3.51,3.51,0,0,0,0,0,0,12.28,5.26,3.51,0,0,1.75,1.75,0
252,1,57,91.74,99,33.61,74.93,14.25,33.33,84.21,43.86,36.84,10.53,7.02,0,3.51,1.75,0,1.75,3.51,10.53,3.51,1.75,15.79,5.26,1.75,0,0,10.53,1.75,3.51,10.53,8.77,0,3.51,19.3,0,8.77,3.51,3.51,0,0,0,0,0,3.51,3.51,0,1.75,1.75,0,0,0,0,0,26.32,8.77,1.75,3.51,0,0,3.51,19.3,0,0,3.51,1.75,1.75,0,0,1.75,15.79,0,0,15.79,1.75,0,1.75,0,0,0,0,0,0,1.75,0,0,0,0,0,0,0,0,0,1.75,1.75,7.02,0,1.75,5.26,0,0,0,5.26,3.51,3.51,0,0,0,0,0,0,12.28,5.26,3.51,0,0,1.75,1.75,0
253,1,57,91.74,99,33.61,74.93,14.25,33.33,84.21,43.86,36.84,10.53,7.02,0,3.51,1.75,0,1.75,3.51,10.53,3.51,1.75,15.79,5.26,1.75,0,0,10.53,1.75,3.51,10.53,8.77,0,3.51,19.3,0,8.77,3.51,3.51,0,0,0,0,0,3.51,3.51,0,1.75,1.75,0,0,0,0,0,26.32,8.77,1.75,3.51,0,0,3.51,19.3,0,0,3.51,1.75,1.75,0,0,1.75,15.79,0,0,15.79,1.75,0,1.75,0,0,0,0,0,0,1.75,0,0,0,0,0,0,0,0,0,1.75,1.75,7.02,0,1.75,5.26,0,0,0,5.26,3.51,3.51,0,0,0,0,0,0,12.28,5.26,3.51,0,0,1.75,1.75,0
254,1,42,56.86,98.75,92.84,99,14,9.52,80.95,71.43,42.86,9.52,9.52,0,4.76,4.76,0,0,0,9.52,7.14,0,9.52,9.52,4.76,4.76,2.38,23.81,14.29,0,11.9,7.14,2.38,2.38,9.52,0,2.38,0,0,2.38,0,0,2.38,0,14.29,11.9,2.38,2.38,2.38,0,0,0,0,0,19.05,7.14,0,0,2.38,2.38,0,11.9,0,0,0,0,0,0,0,0,2.38,0,2.38,0,0,0,11.9,0,0,0,0,0,0,0,2.38,0,0,0,0,0,0,0,0,0,14.29,21.43,0,2.38,16.67,2.38,0,0,7.14,0,7.14,0,0,0,0,0,0,16.67,7.14,4.76,0,0,2.38,2.38,0
255,1,42,56.86,98.75,92.84,99,14,9.52,80.95,71.43,42.86,9.52,9.52,0,4.76,4.76,0,0,0,9.52,7.14,0,9.52,9.52,4.76,4.76,2.38,23.81,14.29,0,11.9,7.14,2.38,2.38,9.52,0,2.38,0,0,2.38,0,0,2.38,0,14.29,11.9,2.38,2.38,2.38,0,0,0,0,0,19.05,7.14,0,0,2.38,2.38,0,11.9,0,0,0,0,0,0,0,0,2.38,0,2.38,0,0,0,11.9,0,0,0,0,0,0,0,2.38,0,0,0,0,0,0,0,0,0,14.29,21.43,0,2.38,16.67,2.38,0,0,7.14,0,7.14,0,0,0,0,0,0,16.67,7.14,4.76,0,0,2.38,2.38,0
256,1,42,56.86,98.75,92.84,99,14,9.52,80.95,71.43,42.86,9.52,9.52,0,4.76,4.76,0,0,0,9.52,7.14,0,9.52,9.52,4.76,4.76,2.38,23.81,14.29,0,11.9,7.14,2.38,2.38,9.52,0,2.38,0,0,2.38,0,0,2.38,0,14.29,11.9,2.38,2.38,2.38,0,0,0,0,0,19.05,7.14,0,0,2.38,2.38,0,11.9,0,0,0,0,0,0,0,0,2.38,0,2.38,0,0,0,11.9,0,0,0,0,0,0,0,2.38,0,0,0,0,0,0,0,0,0,14.29,21.43,0,2.38,16.67,2.38,0,0,7.14,0,7.14,0,0,0,0,0,0,16.67,7.14,4.76,0,0,2.38,2.38,0
257,1,16,26.1,94.84,1.63,20.23,4,25,62.5,43.75,31.25,6.25,6.25,0,6.25,0,0,0,0,12.5,0,6.25,0,0,6.25,12.5,0,6.25,6.25,12.5,18.75,6.25,12.5,0,6.25,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,6.25,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,6.25,6.25,0,0,0,43.75,18.75,0,6.25,0,0,18.75,0
258,1,16,26.1,94.84,1.63,20.23,4,25,62.5,43.75,31.25,6.25,6.25,0,6.25,0,0,0,0,12.5,0,6.25,0,0,6.25,12.5,0,6.25,6.25,12.5,18.75,6.25,12.5,0,6.25,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,6.25,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,6.25,6.25,0,0,0,43.75,18.75,0,6.25,0,0,18.75,0
259,1,16,26.1,94.84,1.63,20.23,4,25,62.5,43.75,31.25,6.25,6.25,0,6.25,0,0,0,0,12.5,0,6.25,0,0,6.25,12.5,0,6.25,6.25,12.5,18.75,6.25,12.5,0,6.25,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,6.25,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,6.25,6.25,0,0,0,43.75,18.75,0,6.25,0,0,18.75,0
260,1,15,96.08,96.04,63.35,20.23,7.5,33.33,80,60,46.67,6.67,6.67,0,0,6.67,0,0,0,26.67,6.67,6.67,13.33,6.67,0,0,0,13.33,6.67,20,0,0,0,0,26.67,6.67,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,6.67,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,6.67,0,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,6.67,0,0,6.67,0,0,0,6.67,0,6.67,0,0,0,0,0,0,33.33,13.33,0,0,0,0,20,0
261,1,15,96.08,96.04,63.35,20.23,7.5,33.33,80,60,46.67,6.67,6.67,0,0,6.67,0,0,0,26.67,6.67,6.67,13.33,6.67,0,0,0,13.33,6.67,20,0,0,0,0,26.67,6.67,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,6.67,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,6.67,0,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,6.67,0,0,6.67,0,0,0,6.67,0,6.67,0,0,0,0,0,0,33.33,13.33,0,0,0,0,20,0
262,1,15,96.08,96.04,63.35,20.23,7.5,33.33,80,60,46.67,6.67,6.67,0,0,6.67,0,0,0,26.67,6.67,6.67,13.33,6.67,0,0,0,13.33,6.67,20,0,0,0,0,26.67,6.67,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,6.67,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,6.67,0,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,6.67,0,0,6.67,0,0,0,6.67,0,6.67,0,0,0,0,0,0,33.33,13.33,0,0,0,0,20,0
263,1,70,48.23,79.51,33.12,20.23,14,18.57,72.86,64.29,52.86,10,4.29,0,4.29,0,0,0,5.71,11.43,4.29,4.29,12.86,8.57,5.71,8.57,1.43,17.14,4.29,4.29,7.14,4.29,2.86,0,24.29,0,7.14,2.86,2.86,0,0,1.43,0,0,2.86,1.43,1.43,0,0,0,0,0,0,0,5.71,1.43,0,0,0,0,0,4.29,0,0,0,0,1.43,0,0,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43,0,0,0,0,1.43,0,7.14,11.43,4.29,1.43,5.71,0,0,0,5.71,1.43,10,0,0,0,0,0,0,14.29,5.71,5.71,0,0,1.43,1.43,1.43
264,1,70,48.23,79.51,33.12,20.23,14,18.57,72.86,64.29,52.86,10,4.29,0,4.29,0,0,0,5.71,11.43,4.29,4.29,12.86,8.57,5.71,8.57,1.43,17.14,4.29,4.29,7.14,4.29,2.86,0,24.29,0,7.14,2.86,2.86,0,0,1.43,0,0,2.86,1.43,1.43,0,0,0,0,0,0,0,5.71,1.43,0,0,0,0,0,4.29,0,0,0,0,1.43,0,0,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43,0,0,0,0,1.43,0,7.14,11.43,4.29,1.43,5.71,0,0,0,5.71,1.43,10,0,0,0,0,0,0,14.29,5.71,5.71,0,0,1.43,1.43,1.43
265,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,1,51,93.97,88.96,46.57,95.42,17,17.65,82.35,58.82,43.14,11.76,5.88,0,1.96,0,3.92,0,5.88,9.8,7.84,3.92,17.65,3.92,1.96,3.92,0,9.8,5.88,3.92,7.84,5.88,1.96,1.96,19.61,0,11.76,9.8,1.96,0,0,0,1.96,0,5.88,5.88,0,5.88,5.88,0,0,0,0,0,11.76,1.96,0,0,0,0,0,9.8,0,0,0,3.92,1.96,0,0,1.96,7.84,7.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0,0,0,0,0,1.96,5.88,13.73,5.88,0,7.84,1.96,0,0,1.96,0,5.88,1.96,0,0,0,0,0,9.8,3.92,1.96,0,0,1.96,1.96,0
267,1,51,93.97,88.96,46.57,95.42,17,17.65,82.35,58.82,43.14,11.76,5.88,0,1.96,0,3.92,0,5.88,9.8,7.84,3.92,17.65,3.92,1.96,3.92,0,9.8,5.88,3.92,7.84,5.88,1.96,1.96,19.61,0,11.76,9.8,1.96,0,0,0,1.96,0,5.88,5.88,0,5.88,5.88,0,0,0,0,0,11.76,1.96,0,0,0,0,0,9.8,0,0,0,3.92,1.96,0,0,1.96,7.84,7.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0,0,0,0,0,1.96,5.88,13.73,5.88,0,7.84,1.96,0,0,1.96,0,5.88,1.96,0,0,0,0,0,9.8,3.92,1.96,0,0,1.96,1.96,0
268,1,51,93.97,88.96,46.57,95.42,17,17.65,82.35,58.82,43.14,11.76,5.88,0,1.96,0,3.92,0,5.88,9.8,7.84,3.92,17.65,3.92,1.96,3.92,0,9.8,5.88,3.92,7.84,5.88,1.96,1.96,19.61,0,11.76,9.8,1.96,0,0,0,1.96,0,5.88,5.88,0,5.88,5.88,0,0,0,0,0,11.76,1.96,0,0,0,0,0,9.8,0,0,0,3.92,1.96,0,0,1.96,7.84,7.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0,0,0,0,0,1.96,5.88,13.73,5.88,0,7.84,1.96,0,0,1.96,0,5.88,1.96,0,0,0,0,0,9.8,3.92,1.96,0,0,1.96,1.96,0
269,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,1,70,87.43,85.08,33.12,84.26,14,22.86,77.14,55.71,44.29,7.14,4.29,0,2.86,1.43,0,0,2.86,11.43,5.71,2.86,17.14,5.71,7.14,4.29,0,12.86,1.43,4.29,7.14,4.29,2.86,0,17.14,1.43,0,0,0,0,0,0,0,0,4.29,4.29,0,1.43,1.43,0,0,0,0,0,5.71,1.43,0,0,0,0,1.43,4.29,0,0,0,0,2.86,0,0,2.86,5.71,1.43,0,4.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43,7.14,14.29,4.29,0,7.14,2.86,1.43,0,8.57,0,5.71,5.71,0,0,0,0,0,25.71,2.86,2.86,1.43,2.86,7.14,8.57,0
273,1,30,96.08,40.06,19.26,20.23,15,30,80,53.33,36.67,6.67,3.33,0,0,0,0,3.33,3.33,13.33,6.67,10,13.33,3.33,0,3.33,0,13.33,13.33,10,6.67,0,6.67,6.67,13.33,0,6.67,3.33,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,6.67,3.33,0,0,0,0,0,3.33,0,0,0,0,3.33,0,0,3.33,13.33,0,0,10,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,3.33,6.67,0,0,6.67,0,0,0,0,0,3.33,3.33,0,0,0,0,0,30,3.33,0,0,0,3.33,23.33,0
274,1,54,91.86,97.57,65.87,20.23,18,18.52,87.04,55.56,48.15,5.56,5.56,0,5.56,0,0,0,0,12.96,5.56,7.41,20.37,3.7,5.56,9.26,0,7.41,7.41,7.41,9.26,5.56,3.7,0,16.67,1.85,5.56,1.85,1.85,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,12.96,1.85,1.85,0,0,0,0,11.11,3.7,0,3.7,0,1.85,0,0,1.85,7.41,0,0,5.56,1.85,0,3.7,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,9.26,0,0,0,7.41,1.85,3.7,0,0,0,0,0,0,12.96,3.7,3.7,0,0,1.85,3.7,0
275,1,47,92.17,40.06,16.56,53.17,11.75,31.91,74.47,40.43,34.04,0,0,0,0,0,0,0,0,6.38,4.26,6.38,14.89,6.38,2.13,8.51,0,6.38,2.13,8.51,14.89,0,6.38,10.64,19.15,0,6.38,2.13,2.13,0,0,0,2.13,0,2.13,2.13,0,2.13,2.13,0,0,0,0,0,8.51,4.26,2.13,2.13,0,0,0,2.13,0,0,0,0,2.13,0,0,2.13,10.64,0,0,10.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.38,0,6.38,0,0,0,0,0,0,0,8.51,2.13,4.26,2.13,0,0,0,0,0,21.28,4.26,4.26,0,2.13,4.26,6.38,0
